"hgnc_symbol","ensembl_gene_id","description","external_gene_name","gene_biotype","chromosome_name","affy_hg_u133_plus_2"
"CLEC4F","ENSG00000152672","C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]","CLEC4F","protein_coding","2","1552410_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SLC17A6","ENSG00000091664","solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703]","SLC17A6","protein_coding","11","220551_at"
"RBP5","ENSG00000288369","retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]","RBP5","protein_coding","CHR_HG1398_PATCH","223820_at"
NA,NA,NA,NA,NA,NA,NA
"TIGIT","ENSG00000181847","T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]","TIGIT","protein_coding","3","240070_at"
"MIR600HG","ENSG00000236901","MIR600 host gene [Source:HGNC Symbol;Acc:HGNC:23642]","MIR600HG","lncRNA","9","223522_at"
"ZNF597","ENSG00000167981","zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]","ZNF597","protein_coding","16","236117_at"
"SCAND2P","ENSG00000176700","SCAN domain containing 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:10567]","SCAND2P","transcribed_unprocessed_pseudogene","15","230612_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"LILRP2","ENSG00000274861","leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","LILRP2","transcribed_processed_pseudogene","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1","214561_at"
NA,NA,NA,NA,NA,NA,NA
"TDH","ENSG00000284856","L-threonine dehydrogenase (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15547]","TDH","transcribed_unitary_pseudogene","CHR_HG76_PATCH","1555151_s_at"
NA,NA,NA,NA,NA,NA,NA
"LINC01104","ENSG00000232084","long intergenic non-protein coding RNA 1104 [Source:HGNC Symbol;Acc:HGNC:49226]","LINC01104","lncRNA","2","1563679_at"
NA,NA,NA,NA,NA,NA,NA
"TRAV21","ENSG00000211801","T cell receptor alpha variable 21 [Source:HGNC Symbol;Acc:HGNC:12118]","TRAV21","TR_V_gene","14","216133_at"
"FAM166A","ENSG00000188163","family with sequence similarity 166 member A [Source:HGNC Symbol;Acc:HGNC:33818]","FAM166A","protein_coding","9","1562778_at"
"DCT","ENSG00000080166","dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]","DCT","protein_coding","13","216512_s_at"
"ATXN3L","ENSG00000123594","ataxin 3 like [Source:HGNC Symbol;Acc:HGNC:24173]","ATXN3L","protein_coding","X","216539_at"
"DPY19L2P3","ENSG00000227855","DPY19L2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:22367]","DPY19L2P3","transcribed_unprocessed_pseudogene","7",""
"CHRNE","ENSG00000108556","cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]","CHRNE","protein_coding","17","207274_at"
"C15orf62","ENSG00000188277","chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]","C15orf62","protein_coding","15","1569065_s_at"
NA,NA,NA,NA,NA,NA,NA
"SH3RF2","ENSG00000156463","SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]","SH3RF2","protein_coding","5","228892_at"
"ODF4","ENSG00000184650","outer dense fiber of sperm tails 4 [Source:HGNC Symbol;Acc:HGNC:19056]","ODF4","protein_coding","17","1552408_at"
"OR6W1P","ENSG00000274360","olfactory receptor family 6 subfamily W member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15091]","OR6W1P","transcribed_unprocessed_pseudogene","CHR_HSCHR7_2_CTG6","1553061_at"
"CERS3","ENSG00000154227","ceramide synthase 3 [Source:HGNC Symbol;Acc:HGNC:23752]","CERS3","protein_coding","15","1554252_a_at"
"TONSL","ENSG00000160949","tonsoku like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]","TONSL","protein_coding","8","1558330_x_at"
"DNAH1","ENSG00000114841","dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]","DNAH1","protein_coding","3","228111_s_at"
"TFR2","ENSG00000106327","transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762]","TFR2","protein_coding","7","207883_s_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"PLK5","ENSG00000185988","polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]","PLK5","protein_coding","19","1558897_at"
"TBR1","ENSG00000136535","T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]","TBR1","protein_coding","2","220025_at"
"HTN1","ENSG00000283046","histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283]","HTN1","protein_coding","CHR_HSCHR4_9_CTG12","206639_x_at"
"EPS8L3","ENSG00000198758","EPS8 like 3 [Source:HGNC Symbol;Acc:HGNC:21297]","EPS8L3","protein_coding","1","219404_at"
"RSPO4","ENSG00000101282","R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]","RSPO4","protein_coding","20","237423_at"
"DMRTC2","ENSG00000142025","DMRT like family C2 [Source:HGNC Symbol;Acc:HGNC:13911]","DMRTC2","protein_coding","19","236811_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"DIAPH3","ENSG00000139734","diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]","DIAPH3","protein_coding","13","229097_at"
"OR6A2","ENSG00000184933","olfactory receptor family 6 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15301]","OR6A2","protein_coding","11",""
"SLC7A14","ENSG00000013293","solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]","SLC7A14","protein_coding","3","1556641_at"
"GPR22","ENSG00000283812","G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477]","GPR22","protein_coding","CHR_HG2266_PATCH","244493_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"AXDND1","ENSG00000162779","axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]","AXDND1","protein_coding","1",""
"RRH","ENSG00000180245","retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:HGNC:10450]","RRH","protein_coding","4","208314_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMPG2","ENSG00000081148","interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362]","IMPG2","protein_coding","3","241856_at"
"LINC00347","ENSG00000236678","long intergenic non-protein coding RNA 347 [Source:HGNC Symbol;Acc:HGNC:27890]","LINC00347","lncRNA","13","237980_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"OR8B8","ENSG00000197125","olfactory receptor family 8 subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:8477]","OR8B8","protein_coding","11","1555212_at"
"SLC6A15","ENSG00000072041","solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]","SLC6A15","protein_coding","12","239352_at"
"CNNM2","ENSG00000148842","cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103]","CNNM2","protein_coding","10","209874_x_at"
"IRF4","ENSG00000137265","interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]","IRF4","protein_coding","6","204562_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SCGB2A1","ENSG00000124939","secretoglobin family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:7051]","SCGB2A1","protein_coding","11","205979_at"
"SLC8A1","ENSG00000183023","solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]","SLC8A1","protein_coding","2","1561615_s_at"
"PITPNM2","ENSG00000090975","phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]","PITPNM2","protein_coding","12","1552924_a_at"
"TRPC5OS","ENSG00000204025","TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593]","TRPC5OS","protein_coding","X",""
NA,NA,NA,NA,NA,NA,NA
"BTBD17","ENSG00000204347","BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:33758]","BTBD17","protein_coding","17","230445_at"
NA,NA,NA,NA,NA,NA,NA
"ESPNL","ENSG00000144488","espin like [Source:HGNC Symbol;Acc:HGNC:27937]","ESPNL","protein_coding","2","1557000_at"
NA,NA,NA,NA,NA,NA,NA
"KRTDAP","ENSG00000188508","keratinocyte differentiation associated protein [Source:HGNC Symbol;Acc:HGNC:16313]","KRTDAP","protein_coding","19","230835_at"
"FLG","ENSG00000143631","filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]","FLG","protein_coding","1","215704_at"
"KRT2","ENSG00000172867","keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]","KRT2","protein_coding","12","207908_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SLC16A10","ENSG00000112394","solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027]","SLC16A10","protein_coding","6","219915_s_at"
"GPR84","ENSG00000139572","G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]","GPR84","protein_coding","12","223767_at"
"KCNK3","ENSG00000171303","potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]","KCNK3","protein_coding","2","235108_at"
"LINC00242","ENSG00000280868","long intergenic non-protein coding RNA 242 [Source:HGNC Symbol;Acc:HGNC:21249]","LINC00242","lncRNA","CHR_HSCHR6_1_CTG4","1561327_at"
"DDI1","ENSG00000170967","DNA damage inducible 1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18961]","DDI1","protein_coding","11","239299_at"
"CHIA","ENSG00000134216","chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]","CHIA","protein_coding","1","220630_s_at"
"DSC1","ENSG00000134765","desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]","DSC1","protein_coding","18","207324_s_at"
"CDH23","ENSG00000107736","cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]","CDH23","protein_coding","10","224527_at"
"DSG1","ENSG00000134760","desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]","DSG1","protein_coding","18","206642_at"
"TSGA10IP","ENSG00000175513","testis specific 10 interacting protein [Source:HGNC Symbol;Acc:HGNC:26555]","TSGA10IP","protein_coding","11","1553483_at"
"CUX2","ENSG00000111249","cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]","CUX2","protein_coding","12","213920_at"
"F11","ENSG00000088926","coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]","F11","protein_coding","4","206610_s_at"
"JAKMIP2","ENSG00000176049","janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]","JAKMIP2","protein_coding","5","205888_s_at"
"PHYHIPL","ENSG00000165443","phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]","PHYHIPL","protein_coding","10","226623_at"
"NHLH1","ENSG00000171786","nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]","NHLH1","protein_coding","1","214628_at"
"SDC1","ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]","SDC1","protein_coding","2","201287_s_at"
"ARL10","ENSG00000175414","ADP ribosylation factor like GTPase 10 [Source:HGNC Symbol;Acc:HGNC:22042]","ARL10","protein_coding","5","209328_x_at"
"CITED1","ENSG00000125931","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]","CITED1","protein_coding","X","207144_s_at"
"TMEM212","ENSG00000186329","transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]","TMEM212","protein_coding","3","217016_x_at"
"ABTB2","ENSG00000166016","ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]","ABTB2","protein_coding","11","232624_at"
"TAB1","ENSG00000100324","TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]","TAB1","protein_coding","22",""
"KCNG1","ENSG00000026559","potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]","KCNG1","protein_coding","20","214595_at"
"MROH2A","ENSG00000185038","maestro heat like repeat family member 2A [Source:HGNC Symbol;Acc:HGNC:27936]","MROH2A","protein_coding","2","1556167_at"
"COL22A1","ENSG00000169436","collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]","COL22A1","protein_coding","8","228873_at"
"SPPL2B","ENSG00000005206","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]","SPPL2B","protein_coding","19",""
"LIMD2","ENSG00000136490","LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]","LIMD2","protein_coding","17","218600_at"
"LINC00454","ENSG00000226921","long intergenic non-protein coding RNA 454 [Source:HGNC Symbol;Acc:HGNC:42802]","LINC00454","lncRNA","13","241522_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"DNMT3L","ENSG00000142182","DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]","DNMT3L","protein_coding","21","220139_at"
"LCN1","ENSG00000160349","lipocalin 1 [Source:HGNC Symbol;Acc:HGNC:6525]","LCN1","protein_coding","9","207930_at"
"SCNN1A","ENSG00000111319","sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]","SCNN1A","protein_coding","12","215026_x_at"
"NR4A3","ENSG00000119508","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]","NR4A3","protein_coding","9","216979_at"
"DUSP9","ENSG00000130829","dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]","DUSP9","protein_coding","X",""
"SPEM1","ENSG00000284598","spermatid maturation 1 [Source:HGNC Symbol;Acc:HGNC:32429]","SPEM1","protein_coding","CHR_HG2046_PATCH","240878_at"
"ABCB11","ENSG00000276582","ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]","ABCB11","protein_coding","CHR_HSCHR2_1_CTG7_2","208288_at"
"GREB1","ENSG00000196208","growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]","GREB1","protein_coding","2",""
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"GKN1","ENSG00000169605","gastrokine 1 [Source:HGNC Symbol;Acc:HGNC:23217]","GKN1","protein_coding","2","220191_at"
NA,NA,NA,NA,NA,NA,NA
"C10orf53","ENSG00000178645","chromosome 10 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:27421]","C10orf53","protein_coding","10","239998_at"
"LINC00470","ENSG00000132204","long intergenic non-protein coding RNA 470 [Source:HGNC Symbol;Acc:HGNC:1225]","LINC00470","lncRNA","18","224045_x_at"
"RUNX1","ENSG00000159216","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]","RUNX1","protein_coding","21","211620_x_at"
"HES5","ENSG00000273529","hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]","HES5","protein_coding","CHR_HSCHR1_1_CTG3","239230_at"
"AMBN","ENSG00000178522","ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]","AMBN","protein_coding","4","221114_at"
"RBM46","ENSG00000151962","RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]","RBM46","protein_coding","4","244351_at"
"TSSK1B","ENSG00000212122","testis specific serine kinase 1B [Source:HGNC Symbol;Acc:HGNC:14968]","TSSK1B","protein_coding","5","211694_at"
"MRGPRX3","ENSG00000179826","MAS related GPR family member X3 [Source:HGNC Symbol;Acc:HGNC:17980]","MRGPRX3","protein_coding","11","1553293_at"
"TCF21","ENSG00000118526","transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]","TCF21","protein_coding","6","204931_at"
NA,NA,NA,NA,NA,NA,NA
"NEU4","ENSG00000277926","neuraminidase 4 [Source:HGNC Symbol;Acc:HGNC:21328]","NEU4","protein_coding","CHR_HSCHR2_3_CTG15","222957_at"
"SH3BP1","ENSG00000100092","SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]","SH3BP1","protein_coding","22",""
"STAR","ENSG00000147465","steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]","STAR","protein_coding","8","204548_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ZNF646","ENSG00000167395","zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]","ZNF646","protein_coding","16","204876_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"CASC16","ENSG00000249231","cancer susceptibility 16 [Source:HGNC Symbol;Acc:HGNC:48608]","CASC16","lncRNA","16","238211_at"
"KLHL14","ENSG00000197705","kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]","KLHL14","protein_coding","18","1554942_a_at"
"ARHGAP11A","ENSG00000275568","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]","ARHGAP11A","protein_coding","CHR_HSCHR15_4_CTG8","204492_at"
"RAB26","ENSG00000167964","RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]","RAB26","protein_coding","16",""
"E2F1","ENSG00000101412","E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]","E2F1","protein_coding","20","2028_s_at"
NA,NA,NA,NA,NA,NA,NA
"GFAP","ENSG00000131095","glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]","GFAP","protein_coding","17","203540_at"
NA,NA,NA,NA,NA,NA,NA
"SPATA8","ENSG00000185594","spermatogenesis associated 8 [Source:HGNC Symbol;Acc:HGNC:28676]","SPATA8","lncRNA","15","231006_at"
NA,NA,NA,NA,NA,NA,NA
"RNF208","ENSG00000212864","ring finger protein 208 [Source:HGNC Symbol;Acc:HGNC:25420]","RNF208","protein_coding","9","221273_s_at"
NA,NA,NA,NA,NA,NA,NA
"CTNNA3","ENSG00000183230","catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]","CTNNA3","protein_coding","10","220815_at"
NA,NA,NA,NA,NA,NA,NA
"ITPKA","ENSG00000137825","inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]","ITPKA","protein_coding","15","205874_at"
"RFPL2","ENSG00000128253","ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]","RFPL2","protein_coding","22","207227_x_at"
"GRHL2","ENSG00000083307","grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]","GRHL2","protein_coding","8",""
"CASC18","ENSG00000257859","cancer susceptibility 18 [Source:HGNC Symbol;Acc:HGNC:49463]","CASC18","lncRNA","12","233190_at"
"IGFBPL1","ENSG00000137142","insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081]","IGFBPL1","protein_coding","9","227760_at"
"CLVS1","ENSG00000177182","clavesin 1 [Source:HGNC Symbol;Acc:HGNC:23139]","CLVS1","protein_coding","8",""
"LINC00479","ENSG00000236384","long intergenic non-protein coding RNA 479 [Source:HGNC Symbol;Acc:HGNC:19727]","LINC00479","lncRNA","21","1553918_at"
NA,NA,NA,NA,NA,NA,NA
"ZNF503","ENSG00000165655","zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]","ZNF503","protein_coding","10","228684_at"
"SIRPD","ENSG00000125900","signal regulatory protein delta [Source:HGNC Symbol;Acc:HGNC:16248]","SIRPD","protein_coding","20","232891_at"
NA,NA,NA,NA,NA,NA,NA
"CLEC16A","ENSG00000038532","C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]","CLEC16A","protein_coding","16","212786_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ASPG","ENSG00000166183","asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]","ASPG","protein_coding","14","1557225_at"
"TRIM9","ENSG00000100505","tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]","TRIM9","protein_coding","14","209859_at"
"PRSS54","ENSG00000103023","serine protease 54 [Source:HGNC Symbol;Acc:HGNC:26336]","PRSS54","protein_coding","16","231287_s_at"
"GRP","ENSG00000134443","gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]","GRP","protein_coding","18","206326_at"
"LINC00574","ENSG00000281305","long intergenic non-protein coding RNA 574 [Source:HGNC Symbol;Acc:HGNC:21598]","LINC00574","lncRNA","CHR_HSCHR6_1_CTG4","220904_at"
NA,NA,NA,NA,NA,NA,NA
"KLK13","ENSG00000167759","kallikrein related peptidase 13 [Source:HGNC Symbol;Acc:HGNC:6361]","KLK13","protein_coding","19","205783_at"
NA,NA,NA,NA,NA,NA,NA
"NXPE4","ENSG00000137634","neurexophilin and PC-esterase domain family member 4 [Source:HGNC Symbol;Acc:HGNC:23117]","NXPE4","protein_coding","11","220645_at"
"PAX2","ENSG00000075891","paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616]","PAX2","protein_coding","10","206228_at"
"HOXB1","ENSG00000120094","homeobox B1 [Source:HGNC Symbol;Acc:HGNC:5111]","HOXB1","protein_coding","17","243811_at"
"NPFFR1","ENSG00000148734","neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425]","NPFFR1","protein_coding","10","221387_at"
"SERPINF2","ENSG00000276838","serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]","SERPINF2","protein_coding","CHR_HSCHR17_1_CTG2",""
"MOGAT3","ENSG00000106384","monoacylglycerol O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:23249]","MOGAT3","protein_coding","7","234850_at"
"CDCA2","ENSG00000184661","cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]","CDCA2","protein_coding","8","226661_at"
"EDN2","ENSG00000127129","endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]","EDN2","protein_coding","1","206758_at"
"LINC00862","ENSG00000203721","long intergenic non-protein coding RNA 862 [Source:HGNC Symbol;Acc:HGNC:21901]","LINC00862","lncRNA","1",""
NA,NA,NA,NA,NA,NA,NA
"ATN1","ENSG00000111676","atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]","ATN1","protein_coding","12","1555754_s_at"
NA,NA,NA,NA,NA,NA,NA
"SCG5","ENSG00000277614","secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]","SCG5","protein_coding","CHR_HSCHR15_4_CTG8","203889_at"
"MORC1","ENSG00000114487","MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]","MORC1","protein_coding","3","220850_at"
"EGR4","ENSG00000135625","early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]","EGR4","protein_coding","2","207767_s_at"
"COL4A3","ENSG00000169031","collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]","COL4A3","protein_coding","2","216893_s_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"RIMS1","ENSG00000079841","regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]","RIMS1","protein_coding","6","1552922_at"
"PLA2G1B","ENSG00000170890","phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]","PLA2G1B","protein_coding","12","206311_s_at"
